frame,joint,x,y,confidence
0,0,0.9082580804824829,0.395821213722229,0.9993906021118164
0,1,0.9157987236976624,0.38771897554397583,0.9994683861732483
0,2,0.9181040525436401,0.3879773020744324,0.9993982315063477
0,3,0.9207823276519775,0.38902828097343445,0.9994572997093201
0,4,0.9114353656768799,0.3881054222583771,0.9994496703147888
0,5,0.9108949303627014,0.3884198069572449,0.9993270635604858
0,6,0.9104244709014893,0.38875022530555725,0.9994089603424072
0,7,0.9291306138038635,0.3957786560058594,0.9989610910415649
0,8,0.9158964157104492,0.3944935202598572,0.9992290735244751
0,9,0.9132896661758423,0.4057140648365021,0.9987999200820923
0,10,0.9074503779411316,0.40529903769493103,0.998728334903717
0,11,0.9491576552391052,0.44471919536590576,0.9986535310745239
0,12,0.9078460931777954,0.4552600681781769,0.9990112781524658
0,13,0.9666932225227356,0.513458251953125,0.9566206336021423
0,14,0.8950926661491394,0.512177586555481,0.6367229223251343
0,15,0.9305511713027954,0.5216911435127258,0.8920079469680786
0,16,0.880901575088501,0.5258039236068726,0.6457536220550537
0,17,0.9221770167350769,0.5252955555915833,0.8511523604393005
0,18,0.8774093389511108,0.5283076763153076,0.575054407119751
0,19,0.919957160949707,0.515090823173523,0.8442165851593018
0,20,0.876966118812561,0.5265122056007385,0.5807962417602539
0,21,0.9222192764282227,0.5140241384506226,0.7991564869880676
0,22,0.8780995011329651,0.526638388633728,0.5777106881141663
0,23,0.9725972414016724,0.5523008108139038,0.9989516735076904
0,24,0.9519909620285034,0.5634575486183167,0.9988383650779724
0,25,0.9285436868667603,0.6414295434951782,0.9751676917076111
0,26,0.9573702216148376,0.662616491317749,0.6139076948165894
0,27,0.9375255107879639,0.7579144239425659,0.9486920237541199
0,28,0.9760119318962097,0.7602571249008179,0.6617936491966248
0,29,0.9466022253036499,0.7822367548942566,0.915249764919281
0,30,0.9855086207389832,0.7754696011543274,0.6929817795753479
0,31,0.9004144668579102,0.7944440245628357,0.9550111889839172
0,32,0.948356032371521,0.7907159328460693,0.7386115193367004
1,0,0.8990839719772339,0.3961279094219208,0.9994344115257263
1,1,0.9044526219367981,0.3882956802845001,0.9995020031929016
1,2,0.9074427485466003,0.38870301842689514,0.9994386434555054
1,3,0.9107835292816162,0.38951611518859863,0.9994919896125793
1,4,0.8999529480934143,0.3882262408733368,0.9994842410087585
1,5,0.8993588089942932,0.3884487748146057,0.9993709325790405
1,6,0.8988816142082214,0.38874804973602295,0.9994442462921143
1,7,0.9202591180801392,0.3957998752593994,0.9990369081497192
1,8,0.9041221737861633,0.3943425416946411,0.9992780685424805
1,9,0.9039500951766968,0.4060782492160797,0.9988880157470703
1,10,0.8987306952476501,0.40555280447006226,0.9988111257553101
1,11,0.942858874797821,0.4448125660419464,0.9987258315086365
1,12,0.8977543115615845,0.4525415599346161,0.9990347027778625
1,13,0.9667063355445862,0.5100212097167969,0.9595823287963867
1,14,0.8859453797340393,0.5111907720565796,0.6497427225112915
1,15,0.9465839862823486,0.5543145537376404,0.8956446051597595
1,16,0.8766880631446838,0.5366196632385254,0.6526715159416199
1,17,0.9458242058753967,0.5662176609039307,0.8525699973106384
1,18,0.8740565180778503,0.5492120981216431,0.5813313722610474
1,19,0.9390711188316345,0.5660287141799927,0.8462565541267395
1,20,0.8749648332595825,0.5483591556549072,0.5879478454589844
1,21,0.9367840886116028,0.5594596266746521,0.8042211532592773
1,22,0.877651572227478,0.544622540473938,0.5851964354515076
1,23,0.9557870626449585,0.5487585663795471,0.9987937211990356
1,24,0.9310464859008789,0.5572373867034912,0.9984896779060364
1,25,0.916955828666687,0.6414029598236084,0.975464940071106
1,26,0.9442123174667358,0.6607005596160889,0.6407924890518188
1,27,0.9134610295295715,0.7584546804428101,0.9509656429290771
1,28,0.9674437642097473,0.7566790580749512,0.6863796710968018
1,29,0.9204794764518738,0.7807909250259399,0.9119735360145569
1,30,0.977808952331543,0.769694447517395,0.7051569223403931
1,31,0.8830736875534058,0.7963170409202576,0.9540959000587463
1,32,0.9465423822402954,0.7903501987457275,0.7506451606750488
2,0,0.8836362361907959,0.39832890033721924,0.9994279146194458
2,1,0.8890344500541687,0.39045631885528564,0.9994907379150391
2,2,0.8911898136138916,0.390586256980896,0.9994375705718994
2,3,0.8938230872154236,0.39088571071624756,0.9994848966598511
2,4,0.8857179284095764,0.3905317485332489,0.9994624853134155
2,5,0.885388195514679,0.39068835973739624,0.9993528127670288
2,6,0.8852272033691406,0.3908589482307434,0.9994180202484131
2,7,0.9022315740585327,0.3961310386657715,0.9990556240081787
2,8,0.8903617858886719,0.3953467309474945,0.9992588758468628
2,9,0.8885883092880249,0.4074987769126892,0.9989352226257324
2,10,0.8843068480491638,0.40713831782341003,0.9988322854042053
2,11,0.9220702052116394,0.44487264752388,0.9988335371017456
2,12,0.8820724487304688,0.4522162675857544,0.9990638494491577
2,13,0.9400309920310974,0.5072154402732849,0.9609172344207764
2,14,0.8801293969154358,0.5112007260322571,0.6243672370910645
2,15,0.91551274061203,0.5562589168548584,0.8933279514312744
2,16,0.8730812668800354,0.5485212802886963,0.6268405318260193
2,17,0.9130005836486816,0.5713981986045837,0.847798228263855
2,18,0.8709282875061035,0.5590360760688782,0.5613621473312378
2,19,0.9063729047775269,0.5681688189506531,0.8416333198547363
2,20,0.871469259262085,0.5576940774917603,0.5680010914802551
2,21,0.907011091709137,0.5624148845672607,0.8020641803741455
2,22,0.8746508955955505,0.5533568263053894,0.5655986666679382
2,23,0.9251210689544678,0.5513085126876831,0.9988253712654114
2,24,0.9033069014549255,0.5578796863555908,0.9983339905738831
2,25,0.9005119204521179,0.6548969745635986,0.9750835299491882
2,26,0.9101251363754272,0.6607040762901306,0.6517511606216431
2,27,0.9050813317298889,0.7706010341644287,0.9529105424880981
2,28,0.9513038396835327,0.7480023503303528,0.6955194473266602
2,29,0.9097404479980469,0.7843523621559143,0.9063012003898621
2,30,0.9640364050865173,0.758342981338501,0.7008160352706909
2,31,0.8731727004051208,0.8084209561347961,0.9531787037849426
2,32,0.9312878251075745,0.7835466265678406,0.7501674294471741
3,0,0.8640859723091125,0.4093792736530304,0.999451220035553
3,1,0.8694000244140625,0.4004157781600952,0.999509334564209
3,2,0.8717836737632751,0.40011781454086304,0.9994648098945618
3,3,0.8743701577186584,0.39972764253616333,0.9995087385177612
3,4,0.8652722835540771,0.400810569524765,0.9994745254516602
3,5,0.8647928833961487,0.4007564187049866,0.9993669986724854
3,6,0.8644421100616455,0.4006696343421936,0.9994273781776428
3,7,0.8831920027732849,0.40222305059432983,0.9991195797920227
3,8,0.8705528974533081,0.4032279849052429,0.9992793798446655
3,9,0.8700883388519287,0.41793403029441833,0.9990087747573853
3,10,0.8651155829429626,0.418479323387146,0.9988873600959778
3,11,0.9064210653305054,0.44912466406822205,0.9989442825317383
3,12,0.8666131496429443,0.45717519521713257,0.9991030693054199
3,13,0.9169560670852661,0.5151445865631104,0.9637484550476074
3,14,0.87066650390625,0.5199573040008545,0.5824620723724365
3,15,0.8817726373672485,0.5634485483169556,0.8950622081756592
3,16,0.8685678243637085,0.5623281002044678,0.584286630153656
3,17,0.8743935227394104,0.5784314870834351,0.8472200632095337
3,18,0.8670670986175537,0.5803918242454529,0.5256377458572388
3,19,0.8725834488868713,0.5747735500335693,0.8407554626464844
3,20,0.8674997687339783,0.578798770904541,0.531470537185669
3,21,0.8731785416603088,0.5686883330345154,0.8038325309753418
3,22,0.8690069317817688,0.5704106688499451,0.5296519994735718
3,23,0.9035050272941589,0.5763050317764282,0.9989224672317505
3,24,0.8825342059135437,0.5784507989883423,0.9984316229820251
3,25,0.8803198933601379,0.674453616142273,0.9740432500839233
3,26,0.8857448101043701,0.6718937754631042,0.6477181315422058
3,27,0.9000076055526733,0.7703351974487305,0.953713595867157
3,28,0.925625205039978,0.749797523021698,0.6968461871147156
3,29,0.9081753492355347,0.783234179019928,0.9042155146598816
3,30,0.92760169506073,0.7593494057655334,0.7048293352127075
3,31,0.870884895324707,0.8065140843391418,0.9522477984428406
3,32,0.9086390733718872,0.7838535904884338,0.7500383257865906
4,0,0.8458255529403687,0.41544508934020996,0.9994945526123047
4,1,0.8504349589347839,0.4071856439113617,0.9995481371879578
4,2,0.8528085350990295,0.407302588224411,0.9995092153549194
4,3,0.8554012775421143,0.4073801040649414,0.999548614025116
4,4,0.8469789028167725,0.4069662392139435,0.9995139241218567
4,5,0.8467856645584106,0.40690046548843384,0.9994158744812012
4,6,0.8463194370269775,0.40687012672424316,0.9994714856147766
4,7,0.8658888936042786,0.41177183389663696,0.9991980195045471
4,8,0.8534859418869019,0.41097137331962585,0.9993382692337036
4,9,0.8510305881500244,0.42394113540649414,0.999085545539856
4,10,0.846693754196167,0.4239596426486969,0.9989617466926575
4,11,0.8876179456710815,0.46348798274993896,0.9990443587303162
4,12,0.8509083986282349,0.46542903780937195,0.9991394877433777
4,13,0.893175482749939,0.5300320386886597,0.9661557078361511
4,14,0.8548192381858826,0.5309004783630371,0.5366053581237793
4,15,0.8448505997657776,0.5563359260559082,0.8994932174682617
4,16,0.8501349687576294,0.5636281967163086,0.5433136820793152
4,17,0.8369865417480469,0.5518376231193542,0.8527712225914001
4,18,0.8473197221755981,0.5733048915863037,0.4930684268474579
4,19,0.8335018754005432,0.5478073358535767,0.8463836312294006
4,20,0.8462421894073486,0.5702177882194519,0.4982154369354248
4,21,0.8373727798461914,0.5480834245681763,0.8108770847320557
4,22,0.8493375182151794,0.5667624473571777,0.497097909450531
4,23,0.887004017829895,0.5889127254486084,0.9990229606628418
4,24,0.8655716776847839,0.5898721218109131,0.9985643029212952
4,25,0.869843065738678,0.6843495965003967,0.9753923416137695
4,26,0.8655887246131897,0.6724692583084106,0.6461315155029297
4,27,0.8968876600265503,0.769454300403595,0.956432580947876
4,28,0.9154548645019531,0.725974977016449,0.6860871911048889
4,29,0.9141948223114014,0.7785806059837341,0.9084014892578125
4,30,0.9269360899925232,0.7261122465133667,0.6996091604232788
4,31,0.8741340041160583,0.8056219220161438,0.954455554485321
4,32,0.9120287299156189,0.7661002278327942,0.7456375956535339
5,0,0.8276503682136536,0.418844997882843,0.9994284510612488
5,1,0.8326355814933777,0.41009843349456787,0.9994687438011169
5,2,0.8354528546333313,0.41025838255882263,0.9994319677352905
5,3,0.838388979434967,0.41045859456062317,0.9994769096374512
5,4,0.8280152082443237,0.40980905294418335,0.9993972778320312
5,5,0.826973557472229,0.4096956253051758,0.9992768168449402
5,6,0.8264544010162354,0.4095892310142517,0.9993531703948975
5,7,0.8477403521537781,0.41514548659324646,0.9990636110305786
5,8,0.8323509097099304,0.413047194480896,0.9991403222084045
5,9,0.8336328268051147,0.42925551533699036,0.9990538358688354
5,10,0.8280420303344727,0.42777737975120544,0.9988856911659241
5,11,0.869071900844574,0.46674782037734985,0.9991024136543274
5,12,0.8254552483558655,0.46381011605262756,0.9991387128829956
5,13,0.864717960357666,0.5407300591468811,0.9599917531013489
5,14,0.8124500513076782,0.5271169543266296,0.5153638124465942
5,15,0.8258252739906311,0.5507218241691589,0.8839645385742188
5,16,0.8352645039558411,0.5503200888633728,0.521053671836853
5,17,0.8154618740081787,0.5456741452217102,0.8381919264793396
5,18,0.8394820094108582,0.5562965869903564,0.4773431420326233
5,19,0.816007673740387,0.5346323251724243,0.8315703272819519
5,20,0.8409885764122009,0.5439831614494324,0.48143520951271057
5,21,0.8195726275444031,0.5348509550094604,0.7941983342170715
5,22,0.841251015663147,0.5419748425483704,0.4791657030582428
5,23,0.8711506128311157,0.5899871587753296,0.9990901350975037
5,24,0.8440808057785034,0.5915497541427612,0.9986242055892944
5,25,0.8682311177253723,0.6871306300163269,0.9752286672592163
5,26,0.8164684772491455,0.671328067779541,0.6464583277702332
5,27,0.895269513130188,0.7709052562713623,0.9544596076011658
5,28,0.8837664127349854,0.7099564671516418,0.6513723731040955
5,29,0.9041778445243835,0.7791921496391296,0.8969792127609253
5,30,0.8917361497879028,0.7030366063117981,0.6773720979690552
5,31,0.8799376487731934,0.8069523572921753,0.9496426582336426
5,32,0.881435751914978,0.7429126501083374,0.715604305267334
6,0,0.8058264255523682,0.41579902172088623,0.9994826316833496
6,1,0.8102545142173767,0.40721291303634644,0.9995187520980835
6,2,0.8124651312828064,0.40733641386032104,0.9994852542877197
6,3,0.8151617050170898,0.40757930278778076,0.9995260238647461
6,4,0.8070425391197205,0.4070817828178406,0.9994518756866455
6,5,0.806922972202301,0.40704143047332764,0.9993405342102051
6,6,0.8068877458572388,0.40701085329055786,0.9994106888771057
6,7,0.824553906917572,0.4123971164226532,0.9991506934165955
6,8,0.812288761138916,0.4107714891433716,0.9992119669914246
6,9,0.8109526634216309,0.42588287591934204,0.9991276860237122
6,10,0.8071721196174622,0.4249010980129242,0.9989549517631531
6,11,0.8362603187561035,0.4640692174434662,0.9991853833198547
6,12,0.8112120032310486,0.46327462792396545,0.9991737008094788
6,13,0.8278810381889343,0.5369770526885986,0.9606216549873352
6,14,0.811765730381012,0.5277867317199707,0.47819963097572327
6,15,0.7914330363273621,0.5395528674125671,0.8848246335983276
6,16,0.8187031149864197,0.5490021705627441,0.4934861660003662
6,17,0.7830971479415894,0.5406646728515625,0.8400248885154724
6,18,0.819257378578186,0.5556085705757141,0.45609086751937866
6,19,0.781978964805603,0.5312413573265076,0.833186149597168
6,20,0.8207823038101196,0.5443996787071228,0.45911547541618347
6,21,0.7861185669898987,0.5307325720787048,0.7960776090621948
6,22,0.8215823769569397,0.542273223400116,0.45706409215927124
6,23,0.8519251346588135,0.5826901793479919,0.999164342880249
6,24,0.8294131755828857,0.5863187313079834,0.9987163543701172
6,25,0.860417366027832,0.6787123680114746,0.9761312007904053
6,26,0.7900190353393555,0.6617522835731506,0.651978075504303
6,27,0.8941610455513,0.7671644687652588,0.9568271636962891
6,28,0.845572829246521,0.7137466669082642,0.6506933569908142
6,29,0.9016603231430054,0.7734174728393555,0.8992475867271423
6,30,0.8590835332870483,0.7155574560165405,0.6829500794410706
6,31,0.8817309141159058,0.8060476779937744,0.9507848620414734
6,32,0.8317391872406006,0.7512993216514587,0.7125672698020935
7,0,0.7846426963806152,0.40941157937049866,0.9995318055152893
7,1,0.7902151346206665,0.40139907598495483,0.9995639324188232
7,2,0.7926685810089111,0.40171706676483154,0.999533474445343
7,3,0.7952957153320312,0.4020206928253174,0.9995701909065247
7,4,0.7866122722625732,0.40112757682800293,0.9995019435882568
7,5,0.7864421606063843,0.4011576771736145,0.9993999004364014
7,6,0.7857704758644104,0.4013179540634155,0.9994639158248901
7,7,0.8036430478096008,0.4075680673122406,0.9992285370826721
7,8,0.7930125594139099,0.4057883620262146,0.999273419380188
7,9,0.7899138331413269,0.4204886853694916,0.9991848468780518
7,10,0.7857148051261902,0.41928213834762573,0.9990081191062927
7,11,0.8119142055511475,0.4562760889530182,0.9992570877075195
7,12,0.7914448380470276,0.45901796221733093,0.9992111921310425
7,13,0.7935616374015808,0.5305435657501221,0.9592254757881165
7,14,0.7952410578727722,0.5273208618164062,0.43965932726860046
7,15,0.7668002843856812,0.5231556296348572,0.8810107111930847
7,16,0.799656331539154,0.542689323425293,0.46417737007141113
7,17,0.760316789150238,0.5238370299339294,0.8373567461967468
7,18,0.7994926571846008,0.5485459566116333,0.4339548349380493
7,19,0.7618972659111023,0.5155187249183655,0.8303698301315308
7,20,0.8005545139312744,0.5406370162963867,0.4366413652896881
7,21,0.7652773261070251,0.5159117579460144,0.7926201820373535
7,22,0.801647961139679,0.538772702217102,0.43476438522338867
7,23,0.8290560245513916,0.580645740032196,0.9992252588272095
7,24,0.8069616556167603,0.5841749310493469,0.9988110065460205
7,25,0.8530000448226929,0.677385151386261,0.9771651029586792
7,26,0.7686000466346741,0.6526093482971191,0.6657601594924927
7,27,0.8890739679336548,0.7526627779006958,0.9599385261535645
7,28,0.8010546565055847,0.7281972765922546,0.6747060418128967
7,29,0.9014372825622559,0.7649828195571899,0.9029355645179749
7,30,0.814600944519043,0.7380691766738892,0.7019619345664978
7,31,0.8813667297363281,0.7953830361366272,0.953416109085083
7,32,0.7781392335891724,0.7587732672691345,0.7303763628005981
8,0,0.7639738321304321,0.40033599734306335,0.9995741248130798
8,1,0.770682692527771,0.39267200231552124,0.9996023774147034
8,2,0.7730237245559692,0.3931003212928772,0.9995744824409485
8,3,0.7753346562385559,0.39351916313171387,0.9996079206466675
8,4,0.7666839361190796,0.3921634256839752,0.9995445013046265
